Date,High,Close_1,Open_1,High_1,Low_1,Vol_1,Change_1,Close_2,Open_2,High_2,Low_2,Vol_2,Change_2,Close_3,Open_3,High_3,Low_3,Vol_3,Change_3,Close_4,Open_4,High_4,Low_4,Vol_4,Change_4,Close_5,Open_5,High_5,Low_5,Vol_5,Change_5
16/8/2021,3334.22,3308.87,3264.56,3318.61,3115.34,782810,1.35,3264.69,3322.25,3328.38,3209.45,658600,-1.74,3322.43,3043.20,3324.53,3035.52,795540,9.16,3043.61,3160.17,3236.28,2981.35,965630,-3.79,3163.66,3140.86,3269.70,3122.67,950120,0.73
15/8/2021,3318.61,3264.69,3322.25,3328.38,3209.45,658600,-1.74,3322.43,3043.20,3324.53,3035.52,795540,9.16,3043.61,3160.17,3236.28,2981.35,965630,-3.79,3163.66,3140.86,3269.70,3122.67,950120,0.73,3140.71,3162.81,3232.02,3057.84,1120000,-0.70
14/8/2021,3328.38,3322.43,3043.20,3324.53,3035.52,795540,9.16,3043.61,3160.17,3236.28,2981.35,965630,-3.79,3163.66,3140.86,3269.70,3122.67,950120,0.73,3140.71,3162.81,3232.02,3057.84,1120000,-0.70,3162.93,3011.88,3184.84,2899.24,1440000,5.01
13/8/2021,3324.53,3043.61,3160.17,3236.28,2981.35,965630,-3.79,3163.66,3140.86,3269.70,3122.67,950120,0.73,3140.71,3162.81,3232.02,3057.84,1120000,-0.70,3162.93,3011.88,3184.84,2899.24,1440000,5.01,3012.07,3158.30,3188.49,2949.66,1250000,-4.62
12/8/2021,3236.28,3163.66,3140.86,3269.70,3122.67,950120,0.73,3140.71,3162.81,3232.02,3057.84,1120000,-0.70,3162.93,3011.88,3184.84,2899.24,1440000,5.01,3012.07,3158.30,3188.49,2949.66,1250000,-4.62,3158.00,2889.58,3169.74,2867.58,64840,9.29
11/8/2021,3269.70,3140.71,3162.81,3232.02,3057.84,1120000,-0.70,3162.93,3011.88,3184.84,2899.24,1440000,5.01,3012.07,3158.30,3188.49,2949.66,1250000,-4.62,3158.00,2889.58,3169.74,2867.58,64840,9.29,2889.43,2827.23,2946.62,2726.04,1060000,2.20
10/8/2021,3232.02,3162.93,3011.88,3184.84,2899.24,1440000,5.01,3012.07,3158.30,3188.49,2949.66,1250000,-4.62,3158.00,2889.58,3169.74,2867.58,64840,9.29,2889.43,2827.23,2946.62,2726.04,1060000,2.20,2827.21,2725.28,2842.95,2533.51,1650000,3.74
9/8/2021,3184.84,3012.07,3158.30,3188.49,2949.66,1250000,-4.62,3158.00,2889.58,3169.74,2867.58,64840,9.29,2889.43,2827.23,2946.62,2726.04,1060000,2.20,2827.21,2725.28,2842.95,2533.51,1650000,3.74,2725.29,2506.50,2766.46,2462.32,1230000,8.72
8/8/2021,3188.49,3158.00,2889.58,3169.74,2867.58,64840,9.29,2889.43,2827.23,2946.62,2726.04,1060000,2.20,2827.21,2725.28,2842.95,2533.51,1650000,3.74,2725.29,2506.50,2766.46,2462.32,1230000,8.72,2506.65,2608.01,2631.43,2445.49,158450,-3.89
7/8/2021,3169.74,2889.43,2827.23,2946.62,2726.04,1060000,2.20,2827.21,2725.28,2842.95,2533.51,1650000,3.74,2725.29,2506.50,2766.46,2462.32,1230000,8.72,2506.65,2608.01,2631.43,2445.49,158450,-3.89,2608.04,2556.07,2664.73,2513.51,970670,2.03
6/8/2021,2946.62,2827.21,2725.28,2842.95,2533.51,1650000,3.74,2725.29,2506.50,2766.46,2462.32,1230000,8.72,2506.65,2608.01,2631.43,2445.49,158450,-3.89,2608.04,2556.07,2664.73,2513.51,970670,2.03,2556.23,2530.94,2696.38,2515.26,1200000,0.95
5/8/2021,2842.95,2725.29,2506.50,2766.46,2462.32,1230000,8.72,2506.65,2608.01,2631.43,2445.49,158450,-3.89,2608.04,2556.07,2664.73,2513.51,970670,2.03,2556.23,2530.94,2696.38,2515.26,1200000,0.95,2532.19,2461.08,2551.68,2421.70,507080,2.89
4/8/2021,2766.46,2506.65,2608.01,2631.43,2445.49,158450,-3.89,2608.04,2556.07,2664.73,2513.51,970670,2.03,2556.23,2530.94,2696.38,2515.26,1200000,0.95,2532.19,2461.08,2551.68,2421.70,507080,2.89,2460.95,2380.59,2467.40,2320.80,1030000,3.36
3/8/2021,2631.43,2608.04,2556.07,2664.73,2513.51,970670,2.03,2556.23,2530.94,2696.38,2515.26,1200000,0.95,2532.19,2461.08,2551.68,2421.70,507080,2.89,2460.95,2380.59,2467.40,2320.80,1030000,3.36,2380.93,2299.46,2397.71,2269.15,642750,3.56
2/8/2021,2664.73,2556.23,2530.94,2696.38,2515.26,1200000,0.95,2532.19,2461.08,2551.68,2421.70,507080,2.89,2460.95,2380.59,2467.40,2320.80,1030000,3.36,2380.93,2299.46,2397.71,2269.15,642750,3.56,2299.11,2300.21,2343.49,2246.23,968940,-0.05
1/8/2021,2696.38,2532.19,2461.08,2551.68,2421.70,507080,2.89,2460.95,2380.59,2467.40,2320.80,1030000,3.36,2380.93,2299.46,2397.71,2269.15,642750,3.56,2299.11,2300.21,2343.49,2246.23,968940,-0.05,2300.22,2230.24,2318.68,2152.92,1250000,3.17
31/7/2021,2551.68,2460.95,2380.59,2467.40,2320.80,1030000,3.36,2380.93,2299.46,2397.71,2269.15,642750,3.56,2299.11,2300.21,2343.49,2246.23,968940,-0.05,2300.22,2230.24,2318.68,2152.92,1250000,3.17,2229.53,2189.74,2430.01,2174.44,1890000,1.81
30/7/2021,2467.40,2380.93,2299.46,2397.71,2269.15,642750,3.56,2299.11,2300.21,2343.49,2246.23,968940,-0.05,2300.22,2230.24,2318.68,2152.92,1250000,3.17,2229.53,2189.74,2430.01,2174.44,1890000,1.81,2189.79,2166.98,2195.03,2108.74,786940,1.76
29/7/2021,2397.71,2299.11,2300.21,2343.49,2246.23,968940,-0.05,2300.22,2230.24,2318.68,2152.92,1250000,3.17,2229.53,2189.74,2430.01,2174.44,1890000,1.81,2189.79,2166.98,2195.03,2108.74,786940,1.76,2151.85,2124.00,2162.29,2106.71,907110,1.33
28/7/2021,2343.49,2300.22,2230.24,2318.68,2152.92,1250000,3.17,2229.53,2189.74,2430.01,2174.44,1890000,1.81,2189.79,2166.98,2195.03,2108.74,786940,1.76,2151.85,2124.00,2162.29,2106.71,907110,1.33,2123.61,2024.51,2129.66,2000.27,961670,4.89
27/7/2021,2318.68,2229.53,2189.74,2430.01,2174.44,1890000,1.81,2189.79,2166.98,2195.03,2108.74,786940,1.76,2151.85,2124.00,2162.29,2106.71,907110,1.33,2123.61,2024.51,2129.66,2000.27,961670,4.89,2024.58,1994.61,2043.26,1952.31,1020000,1.51
26/7/2021,2430.01,2189.79,2166.98,2195.03,2108.74,786940,1.76,2151.85,2124.00,2162.29,2106.71,907110,1.33,2123.61,2024.51,2129.66,2000.27,961670,4.89,2024.58,1994.61,2043.26,1952.31,1020000,1.51,1994.49,1786.18,2029.51,1758.64,1510000,11.67
25/7/2021,2195.03,2151.85,2124.00,2162.29,2106.71,907110,1.33,2123.61,2024.51,2129.66,2000.27,961670,4.89,2024.58,1994.61,2043.26,1952.31,1020000,1.51,1994.49,1786.18,2029.51,1758.64,1510000,11.67,1786.07,1818.07,1840.36,1720.70,1200000,-1.76
24/7/2021,2162.29,2123.61,2024.51,2129.66,2000.27,961670,4.89,2024.58,1994.61,2043.26,1952.31,1020000,1.51,1994.49,1786.18,2029.51,1758.64,1510000,11.67,1786.07,1818.07,1840.36,1720.70,1200000,-1.76,1818.07,1891.43,1915.15,1807.19,802780,-3.93
23/7/2021,2129.66,2024.58,1994.61,2043.26,1952.31,1020000,1.51,1994.49,1786.18,2029.51,1758.64,1510000,11.67,1786.07,1818.07,1840.36,1720.70,1200000,-1.76,1818.07,1891.43,1915.15,1807.19,802780,-3.93,1892.42,1898.01,1988.24,1881.60,829770,-0.29
22/7/2021,2043.26,1994.49,1786.18,2029.51,1758.64,1510000,11.67,1786.07,1818.07,1840.36,1720.70,1200000,-1.76,1818.07,1891.43,1915.15,1807.19,802780,-3.93,1892.42,1898.01,1988.24,1881.60,829770,-0.29,1897.98,1877.00,1917.80,1851.97,623520,1.05
21/7/2021,2029.51,1786.07,1818.07,1840.36,1720.70,1200000,-1.76,1818.07,1891.43,1915.15,1807.19,802780,-3.93,1892.42,1898.01,1988.24,1881.60,829770,-0.29,1897.98,1877.00,1917.80,1851.97,623520,1.05,1878.20,1917.21,1960.21,1852.42,619620,-2.03
20/7/2021,1840.36,1818.07,1891.43,1915.15,1807.19,802780,-3.93,1892.42,1898.01,1988.24,1881.60,829770,-0.29,1897.98,1877.00,1917.80,1851.97,623520,1.05,1878.20,1917.21,1960.21,1852.42,619620,-2.03,1917.21,1994.73,2038.91,1884.81,645060,-3.88
19/7/2021,1915.15,1892.42,1898.01,1988.24,1881.60,829770,-0.29,1897.98,1877.00,1917.80,1851.97,623520,1.05,1878.20,1917.21,1960.21,1852.42,619620,-2.03,1917.21,1994.73,2038.91,1884.81,645060,-3.88,1994.64,1940.48,2017.99,1868.45,1050000,2.78
18/7/2021,1988.24,1897.98,1877.00,1917.80,1851.97,623520,1.05,1878.20,1917.21,1960.21,1852.42,619620,-2.03,1917.21,1994.73,2038.91,1884.81,645060,-3.88,1994.64,1940.48,2017.99,1868.45,1050000,2.78,1940.72,2035.09,2042.61,1920.62,717850,-4.64
17/7/2021,1917.80,1878.20,1917.21,1960.21,1852.42,619620,-2.03,1917.21,1994.73,2038.91,1884.81,645060,-3.88,1994.64,1940.48,2017.99,1868.45,1050000,2.78,1940.72,2035.09,2042.61,1920.62,717850,-4.64,2035.09,2139.44,2167.60,2008.66,540100,-4.87
16/7/2021,1960.21,1917.21,1994.73,2038.91,1884.81,645060,-3.88,1994.64,1940.48,2017.99,1868.45,1050000,2.78,1940.72,2035.09,2042.61,1920.62,717850,-4.64,2035.09,2139.44,2167.60,2008.66,540100,-4.87,2139.35,2110.90,2173.34,2081.62,724840,1.34
15/7/2021,2038.91,1994.64,1940.48,2017.99,1868.45,1050000,2.78,1940.72,2035.09,2042.61,1920.62,717850,-4.64,2035.09,2139.44,2167.60,2008.66,540100,-4.87,2139.35,2110.90,2173.34,2081.62,724840,1.34,2111.12,2146.15,2191.30,2078.43,929320,-1.62
14/7/2021,2017.99,1940.72,2035.09,2042.61,1920.62,717850,-4.64,2035.09,2139.44,2167.60,2008.66,540100,-4.87,2139.35,2110.90,2173.34,2081.62,724840,1.34,2111.12,2146.15,2191.30,2078.43,929320,-1.62,2145.89,2120.05,2185.62,2066.09,1420000,1.21
13/7/2021,2042.61,2035.09,2139.44,2167.60,2008.66,540100,-4.87,2139.35,2110.90,2173.34,2081.62,724840,1.34,2111.12,2146.15,2191.30,2078.43,929320,-1.62,2145.89,2120.05,2185.62,2066.09,1420000,1.21,2120.22,2316.21,2322.47,2095.92,1820000,-8.48
12/7/2021,2167.60,2139.35,2110.90,2173.34,2081.62,724840,1.34,2111.12,2146.15,2191.30,2078.43,929320,-1.62,2145.89,2120.05,2185.62,2066.09,1420000,1.21,2120.22,2316.21,2322.47,2095.92,1820000,-8.48,2316.57,2322.74,2402.68,2296.43,1320000,-0.26
11/7/2021,2173.34,2111.12,2146.15,2191.30,2078.43,929320,-1.62,2145.89,2120.05,2185.62,2066.09,1420000,1.21,2120.22,2316.21,2322.47,2095.92,1820000,-8.48,2316.57,2322.74,2402.68,2296.43,1320000,-0.26,2322.72,2196.25,2347.47,2194.20,1780000,5.76
10/7/2021,2191.30,2145.89,2120.05,2185.62,2066.09,1420000,1.21,2120.22,2316.21,2322.47,2095.92,1820000,-8.48,2316.57,2322.74,2402.68,2296.43,1320000,-0.26,2322.72,2196.25,2347.47,2194.20,1780000,5.76,2196.16,2322.60,2322.60,2163.09,822950,-5.47
9/7/2021,2185.62,2120.22,2316.21,2322.47,2095.92,1820000,-8.48,2316.57,2322.74,2402.68,2296.43,1320000,-0.26,2322.72,2196.25,2347.47,2194.20,1780000,5.76,2196.16,2322.60,2322.60,2163.09,822950,-5.47,2323.22,2224.70,2386.20,2222.95,1390000,4.43
8/7/2021,2322.47,2316.57,2322.74,2402.68,2296.43,1320000,-0.26,2322.72,2196.25,2347.47,2194.20,1780000,5.76,2196.16,2322.60,2322.60,2163.09,822950,-5.47,2323.22,2224.70,2386.20,2222.95,1390000,4.43,2224.70,2154.53,2236.97,2115.80,1280000,3.24
7/7/2021,2402.68,2322.72,2196.25,2347.47,2194.20,1780000,5.76,2196.16,2322.60,2322.60,2163.09,822950,-5.47,2323.22,2224.70,2386.20,2222.95,1390000,4.43,2224.70,2154.53,2236.97,2115.80,1280000,3.24,2154.78,2108.58,2158.70,2019.75,1390000,2.17
6/7/2021,2347.47,2196.16,2322.60,2322.60,2163.09,822950,-5.47,2323.22,2224.70,2386.20,2222.95,1390000,4.43,2224.70,2154.53,2236.97,2115.80,1280000,3.24,2154.78,2108.58,2158.70,2019.75,1390000,2.17,2109.11,2274.50,2274.63,2077.56,1710000,-7.24
5/7/2021,2322.60,2323.22,2224.70,2386.20,2222.95,1390000,4.43,2224.70,2154.53,2236.97,2115.80,1280000,3.24,2154.78,2108.58,2158.70,2019.75,1390000,2.17,2109.11,2274.50,2274.63,2077.56,1710000,-7.24,2273.84,2158.32,2281.55,2090.61,1900000,5.33
4/7/2021,2386.20,2224.70,2154.53,2236.97,2115.80,1280000,3.24,2154.78,2108.58,2158.70,2019.75,1390000,2.17,2109.11,2274.50,2274.63,2077.56,1710000,-7.24,2273.84,2158.32,2281.55,2090.61,1900000,5.33,2158.71,2083.48,2241.86,2076.17,898060,3.63
3/7/2021,2236.97,2154.78,2108.58,2158.70,2019.75,1390000,2.17,2109.11,2274.50,2274.63,2077.56,1710000,-7.24,2273.84,2158.32,2281.55,2090.61,1900000,5.33,2158.71,2083.48,2241.86,2076.17,898060,3.63,2083.09,1981.24,2142.84,1962.89,2190000,5.21
2/7/2021,2158.70,2109.11,2274.50,2274.63,2077.56,1710000,-7.24,2273.84,2158.32,2281.55,2090.61,1900000,5.33,2158.71,2083.48,2241.86,2076.17,898060,3.63,2083.09,1981.24,2142.84,1962.89,2190000,5.21,1979.88,1830.42,1980.70,1808.59,1870000,8.15
1/7/2021,2274.63,2273.84,2158.32,2281.55,2090.61,1900000,5.33,2158.71,2083.48,2241.86,2076.17,898060,3.63,2083.09,1981.24,2142.84,1962.89,2190000,5.21,1979.88,1830.42,1980.70,1808.59,1870000,8.15,1830.62,1810.53,1850.40,1719.32,1990000,1.11
30/6/2021,2281.55,2158.71,2083.48,2241.86,2076.17,898060,3.63,2083.09,1981.24,2142.84,1962.89,2190000,5.21,1979.88,1830.42,1980.70,1808.59,1870000,8.15,1830.62,1810.53,1850.40,1719.32,1990000,1.11,1810.57,1989.77,2017.47,1793.47,1650000,-8.98
29/6/2021,2241.86,2083.09,1981.24,2142.84,1962.89,2190000,5.21,1979.88,1830.42,1980.70,1808.59,1870000,8.15,1830.62,1810.53,1850.40,1719.32,1990000,1.11,1810.57,1989.77,2017.47,1793.47,1650000,-8.98,1989.14,1968.76,2033.96,1886.74,1640000,1.05
28/6/2021,2142.84,1979.88,1830.42,1980.70,1808.59,1870000,8.15,1830.62,1810.53,1850.40,1719.32,1990000,1.11,1810.57,1989.77,2017.47,1793.47,1650000,-8.98,1989.14,1968.76,2033.96,1886.74,1640000,1.05,1968.39,1877.28,2043.10,1823.57,1770000,4.89
27/6/2021,1980.70,1830.62,1810.53,1850.40,1719.32,1990000,1.11,1810.57,1989.77,2017.47,1793.47,1650000,-8.98,1989.14,1968.76,2033.96,1886.74,1640000,1.05,1968.39,1877.28,2043.10,1823.57,1770000,4.89,1876.66,1890.95,1994.32,1707.24,2840000,-0.77
26/6/2021,1850.40,1810.57,1989.77,2017.47,1793.47,1650000,-8.98,1989.14,1968.76,2033.96,1886.74,1640000,1.05,1968.39,1877.28,2043.10,1823.57,1770000,4.89,1876.66,1890.95,1994.32,1707.24,2840000,-0.77,1891.18,2244.25,2257.86,1868.32,2690000,-15.72
25/6/2021,2017.47,1989.14,1968.76,2033.96,1886.74,1640000,1.05,1968.39,1877.28,2043.10,1823.57,1770000,4.89,1876.66,1890.95,1994.32,1707.24,2840000,-0.77,1891.18,2244.25,2257.86,1868.32,2690000,-15.72,2243.86,2166.30,2276.83,2045.03,1420000,3.55
24/6/2021,2033.96,1968.39,1877.28,2043.10,1823.57,1770000,4.89,1876.66,1890.95,1994.32,1707.24,2840000,-0.77,1891.18,2244.25,2257.86,1868.32,2690000,-15.72,2243.86,2166.30,2276.83,2045.03,1420000,3.55,2166.91,2229.53,2276.70,2164.14,1080000,-2.81
23/6/2021,2043.10,1876.66,1890.95,1994.32,1707.24,2840000,-0.77,1891.18,2244.25,2257.86,1868.32,2690000,-15.72,2243.86,2166.30,2276.83,2045.03,1420000,3.55,2166.91,2229.53,2276.70,2164.14,1080000,-2.81,2229.53,2372.10,2376.62,2142.74,778790,-5.99
22/6/2021,1994.32,1891.18,2244.25,2257.86,1868.32,2690000,-15.72,2243.86,2166.30,2276.83,2045.03,1420000,3.55,2166.91,2229.53,2276.70,2164.14,1080000,-2.81,2229.53,2372.10,2376.62,2142.74,778790,-5.99,2371.62,2367.78,2459.11,2309.08,1060000,0.18
21/6/2021,2257.86,2243.86,2166.30,2276.83,2045.03,1420000,3.55,2166.91,2229.53,2276.70,2164.14,1080000,-2.81,2229.53,2372.10,2376.62,2142.74,778790,-5.99,2371.62,2367.78,2459.11,2309.08,1060000,0.18,2367.28,2544.35,2552.12,2353.24,1370000,-6.94
20/6/2021,2276.83,2166.91,2229.53,2276.70,2164.14,1080000,-2.81,2229.53,2372.10,2376.62,2142.74,778790,-5.99,2371.62,2367.78,2459.11,2309.08,1060000,0.18,2367.28,2544.35,2552.12,2353.24,1370000,-6.94,2543.83,2581.42,2637.90,2512.39,1950000,-1.46
19/6/2021,2276.70,2229.53,2372.10,2376.62,2142.74,778790,-5.99,2371.62,2367.78,2459.11,2309.08,1060000,0.18,2367.28,2544.35,2552.12,2353.24,1370000,-6.94,2543.83,2581.42,2637.90,2512.39,1950000,-1.46,2581.48,2508.49,2606.91,2467.61,1790000,2.92
18/6/2021,2376.62,2371.62,2367.78,2459.11,2309.08,1060000,0.18,2367.28,2544.35,2552.12,2353.24,1370000,-6.94,2543.83,2581.42,2637.90,2512.39,1950000,-1.46,2581.48,2508.49,2606.91,2467.61,1790000,2.92,2508.27,2368.68,2547.90,2311.96,1620000,5.90
17/6/2021,2459.11,2367.28,2544.35,2552.12,2353.24,1370000,-6.94,2543.83,2581.42,2637.90,2512.39,1950000,-1.46,2581.48,2508.49,2606.91,2467.61,1790000,2.92,2508.27,2368.68,2547.90,2311.96,1620000,5.90,2368.47,2351.45,2448.04,2260.80,1800000,0.72
16/6/2021,2552.12,2543.83,2581.42,2637.90,2512.39,1950000,-1.46,2581.48,2508.49,2606.91,2467.61,1790000,2.92,2508.27,2368.68,2547.90,2311.96,1620000,5.90,2368.47,2351.45,2448.04,2260.80,1800000,0.72,2351.45,2470.04,2493.48,2324.21,587180,-4.80
15/6/2021,2637.90,2581.48,2508.49,2606.91,2467.61,1790000,2.92,2508.27,2368.68,2547.90,2311.96,1620000,5.90,2368.47,2351.45,2448.04,2260.80,1800000,0.72,2351.45,2470.04,2493.48,2324.21,587180,-4.80,2469.97,2607.45,2615.46,2432.41,1290000,-5.23
14/6/2021,2606.91,2508.27,2368.68,2547.90,2311.96,1620000,5.90,2368.47,2351.45,2448.04,2260.80,1800000,0.72,2351.45,2470.04,2493.48,2324.21,587180,-4.80,2469.97,2607.45,2615.46,2432.41,1290000,-5.23,2606.23,2507.86,2620.74,2408.37,2320000,3.81
13/6/2021,2547.90,2368.47,2351.45,2448.04,2260.80,1800000,0.72,2351.45,2470.04,2493.48,2324.21,587180,-4.80,2469.97,2607.45,2615.46,2432.41,1290000,-5.23,2606.23,2507.86,2620.74,2408.37,2320000,3.81,2510.65,2592.12,2618.70,2320.64,75180,-3.16
12/6/2021,2448.04,2351.45,2470.04,2493.48,2324.21,587180,-4.80,2469.97,2607.45,2615.46,2432.41,1290000,-5.23,2606.23,2507.86,2620.74,2408.37,2320000,3.81,2510.65,2592.12,2618.70,2320.64,75180,-3.16,2592.63,2713.52,2842.88,2581.24,3010000,-4.46
11/6/2021,2493.48,2469.97,2607.45,2615.46,2432.41,1290000,-5.23,2606.23,2507.86,2620.74,2408.37,2320000,3.81,2510.65,2592.12,2618.70,2320.64,75180,-3.16,2592.63,2713.52,2842.88,2581.24,3010000,-4.46,2713.66,2628.43,2743.53,2614.48,756360,3.22
10/6/2021,2615.46,2606.23,2507.86,2620.74,2408.37,2320000,3.81,2510.65,2592.12,2618.70,2320.64,75180,-3.16,2592.63,2713.52,2842.88,2581.24,3010000,-4.46,2713.66,2628.43,2743.53,2614.48,756360,3.22,2628.98,2688.75,2814.02,2555.98,2550000,-2.14
9/6/2021,2620.74,2510.65,2592.12,2618.70,2320.64,75180,-3.16,2592.63,2713.52,2842.88,2581.24,3010000,-4.46,2713.66,2628.43,2743.53,2614.48,756360,3.22,2628.98,2688.75,2814.02,2555.98,2550000,-2.14,2686.50,2856.63,2856.63,2557.71,2470000,-5.85
8/6/2021,2618.70,2592.63,2713.52,2842.88,2581.24,3010000,-4.46,2713.66,2628.43,2743.53,2614.48,756360,3.22,2628.98,2688.75,2814.02,2555.98,2550000,-2.14,2686.50,2856.63,2856.63,2557.71,2470000,-5.85,2853.35,2705.05,2889.19,2666.39,1090000,5.44
7/6/2021,2842.88,2713.66,2628.43,2743.53,2614.48,756360,3.22,2628.98,2688.75,2814.02,2555.98,2550000,-2.14,2686.50,2856.63,2856.63,2557.71,2470000,-5.85,2853.35,2705.05,2889.19,2666.39,1090000,5.44,2706.10,2633.74,2801.00,2554.88,2600000,2.75
6/6/2021,2743.53,2628.98,2688.75,2814.02,2555.98,2550000,-2.14,2686.50,2856.63,2856.63,2557.71,2470000,-5.85,2853.35,2705.05,2889.19,2666.39,1090000,5.44,2706.10,2633.74,2801.00,2554.88,2600000,2.75,2633.67,2707.94,2738.23,2529.73,2450000,-2.76
5/6/2021,2814.02,2686.50,2856.63,2856.63,2557.71,2470000,-5.85,2853.35,2705.05,2889.19,2666.39,1090000,5.44,2706.10,2633.74,2801.00,2554.88,2600000,2.75,2633.67,2707.94,2738.23,2529.73,2450000,-2.76,2708.47,2386.93,2713.98,2279.42,2830000,13.51
4/6/2021,2856.63,2853.35,2705.05,2889.19,2666.39,1090000,5.44,2706.10,2633.74,2801.00,2554.88,2600000,2.75,2633.67,2707.94,2738.23,2529.73,2450000,-2.76,2708.47,2386.93,2713.98,2279.42,2830000,13.51,2386.10,2276.97,2465.84,2181.93,2800000,4.83
3/6/2021,2889.19,2706.10,2633.74,2801.00,2554.88,2600000,2.75,2633.67,2707.94,2738.23,2529.73,2450000,-2.76,2708.47,2386.93,2713.98,2279.42,2830000,13.51,2386.10,2276.97,2465.84,2181.93,2800000,4.83,2276.07,2411.68,2567.42,2207.21,2940000,-5.73
2/6/2021,2801.00,2633.67,2707.94,2738.23,2529.73,2450000,-2.76,2708.47,2386.93,2713.98,2279.42,2830000,13.51,2386.10,2276.97,2465.84,2181.93,2800000,4.83,2276.07,2411.68,2567.42,2207.21,2940000,-5.73,2414.29,2742.39,2760.17,2332.43,3260000,-11.75
1/6/2021,2738.23,2708.47,2386.93,2713.98,2279.42,2830000,13.51,2386.10,2276.97,2465.84,2181.93,2800000,4.83,2276.07,2411.68,2567.42,2207.21,2940000,-5.73,2414.29,2742.39,2760.17,2332.43,3260000,-11.75,2735.88,2885.02,2885.87,2638.62,2390000,-5.16
31/5/2021,2713.98,2386.10,2276.97,2465.84,2181.93,2800000,4.83,2276.07,2411.68,2567.42,2207.21,2940000,-5.73,2414.29,2742.39,2760.17,2332.43,3260000,-11.75,2735.88,2885.02,2885.87,2638.62,2390000,-5.16,2884.66,2705.69,2908.37,2648.10,2660000,6.64
30/5/2021,2465.84,2276.07,2411.68,2567.42,2207.21,2940000,-5.73,2414.29,2742.39,2760.17,2332.43,3260000,-11.75,2735.88,2885.02,2885.87,2638.62,2390000,-5.16,2884.66,2705.69,2908.37,2648.10,2660000,6.64,2705.09,2647.27,2747.49,2388.81,3280000,2.20
29/5/2021,2567.42,2414.29,2742.39,2760.17,2332.43,3260000,-11.75,2735.88,2885.02,2885.87,2638.62,2390000,-5.16,2884.66,2705.69,2908.37,2648.10,2660000,6.64,2705.09,2647.27,2747.49,2388.81,3280000,2.20,2646.79,2101.30,2667.20,2080.87,3240000,25.96
28/5/2021,2760.17,2735.88,2885.02,2885.87,2638.62,2390000,-5.16,2884.66,2705.69,2908.37,2648.10,2660000,6.64,2705.09,2647.27,2747.49,2388.81,3280000,2.20,2646.79,2101.30,2667.20,2080.87,3240000,25.96,2101.34,2292.68,2379.89,1739.91,3520000,-8.30
27/5/2021,2885.87,2884.66,2705.69,2908.37,2648.10,2660000,6.64,2705.09,2647.27,2747.49,2388.81,3280000,2.20,2646.79,2101.30,2667.20,2080.87,3240000,25.96,2101.34,2292.68,2379.89,1739.91,3520000,-8.30,2291.60,2433.09,2481.06,2162.84,2820000,-5.82
26/5/2021,2908.37,2705.09,2647.27,2747.49,2388.81,3280000,2.20,2646.79,2101.30,2667.20,2080.87,3240000,25.96,2101.34,2292.68,2379.89,1739.91,3520000,-8.30,2291.60,2433.09,2481.06,2162.84,2820000,-5.82,2433.11,2766.88,2931.66,2111.42,4230000,-12.40
25/5/2021,2747.49,2646.79,2101.30,2667.20,2080.87,3240000,25.96,2101.34,2292.68,2379.89,1739.91,3520000,-8.30,2291.60,2433.09,2481.06,2162.84,2820000,-5.82,2433.11,2766.88,2931.66,2111.42,4230000,-12.40,2777.55,2436.59,2988.52,2163.40,4330000,14.04
24/5/2021,2667.20,2101.34,2292.68,2379.89,1739.91,3520000,-8.30,2291.60,2433.09,2481.06,2162.84,2820000,-5.82,2433.11,2766.88,2931.66,2111.42,4230000,-12.40,2777.55,2436.59,2988.52,2163.40,4330000,14.04,2435.69,3376.22,3434.01,1922.25,6420000,-27.89
23/5/2021,2379.89,2291.60,2433.09,2481.06,2162.84,2820000,-5.82,2433.11,2766.88,2931.66,2111.42,4230000,-12.40,2777.55,2436.59,2988.52,2163.40,4330000,14.04,2435.69,3376.22,3434.01,1922.25,6420000,-27.89,3377.55,3280.50,3558.57,3244.93,2300000,2.98
22/5/2021,2481.06,2433.11,2766.88,2931.66,2111.42,4230000,-12.40,2777.55,2436.59,2988.52,2163.40,4330000,14.04,2435.69,3376.22,3434.01,1922.25,6420000,-27.89,3377.55,3280.50,3558.57,3244.93,2300000,2.98,3279.68,3582.19,3582.27,3130.12,2850000,-8.44
21/5/2021,2931.66,2777.55,2436.59,2988.52,2163.40,4330000,14.04,2435.69,3376.22,3434.01,1922.25,6420000,-27.89,3377.55,3280.50,3558.57,3244.93,2300000,2.98,3279.68,3582.19,3582.27,3130.12,2850000,-8.44,3582.12,3643.67,3877.20,3351.92,2280000,-1.63
20/5/2021,2988.52,2435.69,3376.22,3434.01,1922.25,6420000,-27.89,3377.55,3280.50,3558.57,3244.93,2300000,2.98,3279.68,3582.19,3582.27,3130.12,2850000,-8.44,3582.12,3643.67,3877.20,3351.92,2280000,-1.63,3641.65,4074.57,4129.99,3639.12,1940000,-10.64
19/5/2021,3434.01,3377.55,3280.50,3558.57,3244.93,2300000,2.98,3279.68,3582.19,3582.27,3130.12,2850000,-8.44,3582.12,3643.67,3877.20,3351.92,2280000,-1.63,3641.65,4074.57,4129.99,3639.12,1940000,-10.64,4075.38,3719.46,4171.76,3694.54,2060000,9.56
